"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"23","02","UP","0223GC006","","","","","23","02","UP","0223GC006","","450627C","23","02","07","1","0","PM","07","31","0","0","0","","GRAYBURG","444.66","48","71","2","1","020","E","MAGL","3","10393","1","Y","SINGLE MAIN TRACK","3","11.5","1","UP","005905","001","N","","","000","","3","0","0","0","0","0","0","0","0","0","42","0","123","0","0","0","0","0","0","0","1500","15764","M302","","0","0","0","0","M302","1","3","020","17264","","48C199","0","000000","0","1","0","1","0","04","15","04","15","1","5","","CL","","","","181","","2023","0","0","0","0","0","0","HARDIN","199","","","","N","CWR","000-000-000","THE MAGLI-07 WAS COMING EASTBOUND ON THE BEAUMONT SUB WHEN THEY ENCOUNTERED A DISABLED LOADED 18-WHE","ELER SEMI-TRUCK ON THE TRACKS AT THE CROSSING AT MP 444.66. NO INJURIES REPORTED.","","","","","","","","","","","","","","0","30.115132","-94.352527","1","1","Q","","","BEAUMONT SUB",
"23","02","PTRA","PTRA00014F","","","","","23","02","PTRA","PTRA00014F","","","23","02","27","5","25","PM","13","0","0","0","0","","HOUSTON","5","48","80","2","1","008","R","241-","2","2698","6","Y","10","1","0","2","TIMX","901871","021","Y","","","000","","1","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","16700","0","H601","H602","0","0","0","0","H601","2","1","008","16700","","48C201","0","000000","0","1","0","1","1","02","55","02","55","1","5","","Cl","","","","173","","2023","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","JOB 241 WAS SHOVING A CUT OF CARS INTO TRACK 10 AT MANCHESTER YARD AND THE ENGINEER FAILED TO CONTRO","L HIS SPEED, MAKING A HARD COUPLING AT 8 MPH AND DAMAGING CAR TIMX 901871","","","","","","","","","","","","","","0","29.715166","-95.262868","2","5","K","L","","SYSTEM",
"23","02","UP","0223SX003","","","","","23","02","UP","0223SX003","","","23","02","04","6","25","AM","12","0","0","0","0","","SAN ANTONIO","263.8","48","32","1","1","004","E","YSA3","2","650","7","Y","YARD 056","1","","2","CRDX","020478","004","Y","CRDX","020478","004","Y","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","31869","366","E27C","","0","0","0","0","E27C","2","1","005","32723","","48C029","0","000000","0","1","0","1","1","07","55","07","55","1","5","","CL","","","","337","","2023","0","0","0","0","0","0","BEXAR","029","","","","N","OTH","000-000-000","THE YSA30-03 KICKED A BLOCK OF FIVE CARS DOWN THE 50 LEAD, INTO TRACK 56. BLOCK WAS RELEASED ON STRA","IGHT TRACK, CORRECT SPEED. THE CAR MADE A JOINT INTO CAR CRDX20478 AND BUCKLED THE RIGHT SIDE OF THE","CAR. AFTER INVESTIGATION, THE CAR HAD THE SIDESILL REINFORCED AND SLOPE CONNECTION ON 04/29/22, ON","THE SAME SIDE THE CAR HAD BUCKLED ON.","","","","","","","","","","","","0","29.375779","-98.55647","2","5","L","","","LAREDO SUB",
"23","02","UP","0223SX003","","","","","23","02","UP","0223SX003","","","23","02","04","6","25","AM","12","0","0","0","0","","SAN ANTONIO","263.8","48","32","1","1","005","E","","1","31","6","N","YARD 056","1","","2","TOPX","311295","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","488","0","E27C","","0","0","0","0","E27C","2","1","005","32723","","48C029","0","000000","0","0","0","0","0","","","","","3","5","","CL","","","","337","","2023","0","0","0","0","0","0","BEXAR","029","","","","N","OTH","000-000-000","THE YSA30-03 KICKED A BLOCK OF FIVE CARS DOWN THE 50 LEAD, INTO TRACK 56. BLOCK WAS RELEASED ON STRA","IGHT TRACK, CORRECT SPEED. THE CAR MADE A JOINT INTO CAR CRDX20478 AND BUCKLED THE RIGHT SIDE OF THE","CAR. AFTER INVESTIGATION, THE CAR HAD THE SIDESILL REINFORCED AND SLOPE CONNECTION ON 04/29/22, ON","THE SAME SIDE THE CAR HAD BUCKLED ON.","","","","","","","","","","","","0","29.375779","-98.55647","2","5","L","","","LAREDO SUB",
"23","02","UP","0223SX005","","","","","23","02","UP","0223SX005","","","23","02","10","6","10","AM","01","0","0","0","0","","SAN ANTONIO","202.56","48","50","1","2","010","E","YSA8","3","8655","7","Y","YARD 065","1","","2","CP","542543","086","Y","","","000","","2","0","0","0","0","0","0","0","0","0","65","0","67","0","0","11","0","1","0","0","126427","263156","M409","","0","0","0","0","M409","2","1","010","389583","","48C029","0","000000","0","1","0","1","1","06","11","06","11","1","5","","CL","","","","487","","2023","0","0","0","0","0","0","BEXAR","029","00","00","","N","OTH","000-000-000","THE YSA81-09 WAS TRAVELING EASTBOUND INTO TRACK 65 AT 10 MPH. ONCE THE TRAIN REACHED THE EAST END OF","TRACK 65 WHILE PULLING ONTO THE MAIN TRACK, THE ENGINEER FELT A `TUG,` THEN THROTTLED OFF AND THE T","RAIN WENT INTO EMERGENCY. UPON INSPECTION, IT WASNOTICED THE GUARD RAIL AT THE FROG ON THE TRACK 65","WAS BROKEN OFF AND CAME TO REST 30 FEET INTO THE TRACK BODY. A TOTAL OF 12 RAILCARS HAD DERAILED UPR","IGHT IN TRACK 65. THE GUARDRAIL CAUGHT AND WAS DRAGGED 46 FEET, CAUSING THE DERAILMENT.","","","","","","","","","","","0","29.46755","-98.393721","2","5","K","","","DEL RIO SUB",
"23","02","UP","0223TO003","","","","","23","02","UP","0223TO003","","","23","02","01","9","30","AM","01","0","0","0","0","","FORT WORTH","249.12","48","28","2","3","005","E","YFW3","3","3386","7","Y","YARD 028","1","","2","TTZX","866491","039","Y","","","000","","3","0","0","0","0","0","0","0","0","0","30","0","10","0","0","4","0","1","0","0","53764","1210","T207","","0","0","0","0","T207","2","1","005","54974","","48C439","0","000000","0","1","0","0","1","10","","","","1","5","","CL","","","","318","","2023","0","0","0","0","0","0","TARRANT","439","","","","N","OTH","000-000-000","THE YFW35-31 PULLED TRACK 31 AND DOUBLED BACK TO TRACK 28. IT WAS LATER NOTICED BY THE CREST YARDMAS","TER THERE WERE CARS 9 CARS LEFT IN TRACK 28. FIVE OF THE CARS WERE FOUND TO BE DERAILED. UPON FURTHE","R INVESTIGATION, BROKEN RAIL WAS FOUND AND DETERMINED TO BE THE CAUSE OF THE DERAILMENT. NO INJURIES","AND NO EXPOSURES.","","","","","","","","","","","","0","32.724063","-97.375633","2","5","L","","","DALLAS SUB",
"23","02","UP","0223TO016","","","","","23","02","UP","0223TO016","","","23","02","11","1","45","AM","01","24","3","0","0","","DENISON","660.7","48","34","4","2","008","R","MMUD","2","11525","1","Y","CNRT 09, 117","1","15.8","1","EVRX","150101","040","Y","EVRX","150101","040","Y","3","0","0","0","0","0","0","0","0","0","87","0","17","0","0","5","0","0","0","0","49591","26355","E27C","E02C","0","0","0","0","E27C","1","1","008","75946","","48C181","0","000000","0","1","0","1","0","07","15","07","15","1","5","","CL","","","","86","","2023","0","0","0","0","0","0","GRAYSON","181","","","","N","CWR","000-000-000","TRAIN MMUDN-10 REPORTED FIVE CARS DERAILED ON THEIR SIDE PULLING INTO THE YARD AT RAY.","","","","","","","","","","","","","","","0","33.772085","-96.56365","1","1","Q","","","CHOCTAW SUB",
"23","02","UP","0223TO029","","","","","23","02","UP","0223TO029","","796312G","23","02","20","6","30","AM","07","0","0","0","0","","MIDLAND","560.14","48","53","1","2","040","E","ILBD","3","11766","1","Y","SINGLE MAIN TRACK","4","46.6","1","UP","008072","001","N","","","000","","2","0","2","0","0","0","0","0","0","0","219","0","0","0","0","0","0","0","0","0","3000","104483","M302","","0","1","0","1","M302","1","4","040","107483","","48C329","1","000000","0","1","0","1","0","05","45","05","45","1","5","","CL","","","","186","","2023","0","0","0","0","0","1","MIDLAND","329","","","","N","CWR","000-000-000","TRAIN ILBDI-17, LEAD LOCOMOTIVE UP8072, WAS TRAVELING EASTBOUND WHEN IT STRUCK A TRACTOR TRAILER AT","CROSSING. NO CREW MEMBERS WERE INJURED. PER RAILROAD, VERIFIED 219 CARS IN THE CONSIST","","","","","","","","","","","","","","0","31.944635","-102.172937","1","1","Q","","","TOYAH SUB",
"23","02","UP","0223HO003","","","","","23","02","UP","0223HO003","","","23","02","02","12","15","PM","01","0","0","0","0","","HOUSTON","357.03","48","39","2","3","004","E","YEW1","4","387","7","Y","YARD 008","X","","2","FPAX","218139","004","Y","","","000","","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","17935","500","S016","","0","0","0","0","S016","2","X","004","18435","","48C201","0","000000","0","1","0","0","0","05","45","","","1","5","","CL","","","","146","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","A CUT OF 3 CARS WAS HUMPED INTO THE BOWL HEADED TOWARDS BOWL TRACK 4 BY THE YEW13R-02. THE HUMP SYST","EM LINED THE SWITCH UNDERNEATH CAR FPAX218139.","","","","","","","","","","","","","","1","29.796867","-95.292139","2","5","L","","","HOUSTON SUB",
"23","02","UP","0223HO007","","","","","23","02","UP","0223HO007","","","23","02","04","9","22","PM","12","0","0","0","0","","HOUSTON","357.02","48","53","4","1","010","E","YEW2","4","60","7","Y","YARD 041","1","","2","INFX","408126","002","N","","","000","","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","13277","0","S007","","0","0","0","0","S007","2","1","010","13277","","48C201","0","000000","0","1","0","0","0","06","52","","","1","5","","CL","","","","268","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","RAILCAR INFX408126 WAS SENT WITH AN OVERSPEED OFF THE CREST WHILE YEW23R-04 WAS HUMPING. THE CAR STR","UCK PROX72635 THAT WAS STOPPED IN BOWL 41. RAILCAR INFX408126 WAS KNOCKED OFF ITS CENTER PIN DUE TO","THE COLLISION AND HAD TO BE TAKEN TO THE REPAIR SHOP. NO DERAILMENT.","","","","","","","","","","","","","1","29.796081","-95.291556","2","5","K","","","HOUSTON SUB",
"23","02","UP","0223HO007","","","","","23","02","UP","0223HO007","","","23","02","04","9","22","PM","12","0","0","0","0","","HOUSTON","357.02","48","53","4","1","010","E","","4","124","5","N","YARD 041","1","","2","PROX","072635","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","S007","","0","0","0","0","S007","2","1","010","13277","","48C201","0","000000","0","0","0","0","0","","","","","3","5","","CL","","","","268","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","RAILCAR INFX408126 WAS SENT WITH AN OVERSPEED OFF THE CREST WHILE YEW23R-04 WAS HUMPING. THE CAR STR","UCK PROX72635 THAT WAS STOPPED IN BOWL 41. RAILCAR INFX408126 WAS KNOCKED OFF ITS CENTER PIN DUE TO","THE COLLISION AND HAD TO BE TAKEN TO THE REPAIR SHOP. NO DERAILMENT.","","","","","","","","","","","","","0","29.796081","-95.291556","2","5","K","","","HOUSTON SUB",
"23","02","UP","0223HO017","","","","","23","02","UP","0223HO017","","755902R","23","02","13","7","28","AM","07","28","0","0","0","","SPLENDORA","37.26","48","40","2","2","059","R","ZPBH","2","1818","1","Y","SINGLE MAIN TRACK","4","3.8","1","BNSA","253499","004","Y","","","000","","2","0","0","0","0","0","0","0","0","0","28","0","0","0","0","21","0","0","0","0","470175","1047270","M302","M303","1","0","1","0","M302","1","4","059","1517445","","48C339","0","000000","1","1","0","1","0","06","03","06","03","1","5","","CL","","","","188","","2023","0","0","0","0","1","0","MONTGOMERY","339","","","","N","CWR","000-000-000","SOUTHBOUND TRAIN ZPBHO-12, LEAD LOCOMOTIVE UP6518, STRUCK A VEHICLE AT MP 37.26 NEAR MIDLINE ROAD IN","SPLENDORA, TX. THIS RESULTED IN A DERAILMENT AND DRIVER OF VEHICLE WAS FATALLY INJURED.","","","","","","","","","","","","","","0","30.267531","-95.139042","1","1","D","J","","LUFKIN SUB",
"23","02","UP","0223HO021","","","","","23","02","UP","0223HO021","","","23","02","18","1","42","AM","12","0","0","0","0","","HOUSTON","357.02","48","40","4","1","001","E","","4","142","5","N","YARD 008","1","","2","CAIX","490006","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","S007","","0","0","0","0","S007","2","1","010","25022","","48C201","0","000000","0","0","0","0","0","","","","","1","5","","CL","","","","174","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","YEW31R-17, CAR CAIX490055 WAS OVERSPEED COMING OUT OF THE MASTER IN BOWL 8. THIS CAUSED DAMAGE TO TH","E CAR WHEN IMPACT WAS MADE WITH CAIX490006. NO DERAILMENT OR TRACK DAMAGE.","","","","","","","","","","","","","","0","29.796903","-95.291988","2","5","K","","","HOUSTON SUB",
"23","02","UP","0223HO021","","","","","23","02","UP","0223HO021","","","23","02","18","1","42","AM","12","0","0","0","0","","HOUSTON","357.02","48","40","4","1","010","E","YEW3","4","142","7","Y","YARD 008","1","","2","CAIX","490055","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","25022","0","S007","","0","0","0","0","S007","2","1","010","25022","","48C201","0","000000","0","1","0","0","0","03","12","","","3","5","","CL","","","","174","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","YEW31R-17, CAR CAIX490055 WAS OVERSPEED COMING OUT OF THE MASTER IN BOWL 8. THIS CAUSED DAMAGE TO TH","E CAR WHEN IMPACT WAS MADE WITH CAIX490006. NO DERAILMENT OR TRACK DAMAGE.","","","","","","","","","","","","","","1","29.796903","-95.291988","2","5","K","","","HOUSTON SUB",
"23","02","UP","0223HO024","","","","","23","02","UP","0223HO024","","743204N","23","02","21","7","31","AM","07","15","0","0","0","","BRYAN","77.15","48","64","2","1","014","R","MASE","2","9797","1","Y","MAIN LINE 1","4","36.2","1","UP","007264","001","N","","","000","","2","0","1","0","0","0","0","0","0","0","53","0","102","0","0","0","0","0","0","0","500","21033","M302","","0","0","0","0","M302","1","4","014","21533","","48C041","0","000000","0","1","0","1","0","03","01","03","01","1","5","","CL","","","","151","","2023","0","0","0","0","0","0","BRAZOS","041","","","","N","CWR","005-000-000","THE MASEW-18 HIT A VEHICLE AT MP 77.15 NEAR DODGE STREET IN BRYAN, TX. CREW WAS TRAVELING SOUTHBOUND","AT 14 MPH AT TIME OF IMPACT. NO INJURIES REPORTED.","","","","","","","","","","","","","","0","30.657783","-96.374822","1","1","Q","J","","NAVASOTA SUB",
"23","02","UP","0223HO031","","","","","23","02","UP","0223HO031","","","23","02","25","12","30","AM","12","0","0","0","0","","HOUSTON","356.99","48","72","4","4","004","E","YEW3","4","317","7","Y","YARD 007","1","","2","XOMX","110668","002","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","42059","28800","S016","","0","0","0","0","S016","2","1","005","77425","","48C201","0","000000","0","1","0","0","0","01","","","","3","5","","CL","","","","334","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","YEW32R-24, CAR XOMX11668 WAS HUMPED OFF THE CREST, HEADED FOR BOWL 7, WHEN A SWITCH LINED UNDER THE","CAR. THIS SLOWED THE CAR DOWN AND THE NEXT SET OF CARS (UTLX685040 AND TILX284464) HEADED TO TRACK F","OUR SIDESWIPED THE XOMX110668 AND LAYING IT ON ITSSIDE. CARS UTLX685040 AND TILX284464 STAYED ON PAT","H AND ROLLED TO A JOINT IN BOWL 4.","","","","","","","","","","","","2","29.796943","-95.291516","2","5","L","","","HOUSTON SUB",
"23","02","UP","0223HO031","","","","","23","02","UP","0223HO031","","","23","02","25","12","30","AM","12","0","0","0","0","","HOUSTON","356.99","48","72","4","4","005","E","","1","62","6","N","YARD 007","1","","2","UTLX","584040","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","6566","0","S016","","0","0","0","0","S016","2","1","005","77425","","48C201","0","000000","0","0","0","0","0","","","","","1","5","","CL","","","","334","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","YEW32R-24, CAR XOMX11668 WAS HUMPED OFF THE CREST, HEADED FOR BOWL 7, WHEN A SWITCH LINED UNDER THE","CAR. THIS SLOWED THE CAR DOWN AND THE NEXT SET OF CARS (UTLX685040 AND TILX284464) HEADED TO TRACK F","OUR SIDESWIPED THE XOMX110668 AND LAYING IT ON ITSSIDE. CARS UTLX685040 AND TILX284464 STAYED ON PAT","H AND ROLLED TO A JOINT IN BOWL 4.","","","","","","","","","","","","0","29.796943","-95.291516","2","5","L","","","HOUSTON SUB",
"23","02","UP","0223HO037","","","","","23","02","UP","0223HO037","","","23","02","28","7","50","PM","13","0","0","0","0","","HOUSTON","357.25","48","76","3","1","003","E","YEW2","4","40","7","Y","YARD 038","1","","2","MTFX","293082","002","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","108392","0","M411","","0","0","0","0","M411","2","1","003","108392","","48C201","0","000000","0","1","0","0","0","05","20","","","1","5","","CL","","","","122","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","YEW22R-28, FOUND BYPASS COUPLER CAUSED DAMAGE TO THE RAILCAR MTFX293082. NO MATE CAR FOUND. NO DERAI","LMENT OR TRACK
DAMAGE.","","","","","","","","","","","","","","1","29.794618","-95.294741","2","5","","","","HOUSTON SUB",
"23","01","PSCG","IT34290","","","","","23","01","PSCG","IT34290","","","23","01","24","2","45","PM","01","0","0","0","0","","DEER PARK","","48","80","2","3","000","R","","4","0","6","N","C1","X","","4","TILX","062064","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","16","0","0","160000","0","M102","M105","0","0","0","0","M102","4","X","000","160000","","48C201","0","000000","0","0","0","0","0","","","","","1","5","","","","","","367","","2023","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","ON THE AFTERNOON JANUARY 24, 2023, A TORNADO DEVELOPED IN SOUTHERN HARRIS COUNTY AND CROSSED FROM TH","E PASADENA AREA INTO DEER PARK. THE WINDS ASSOCIATED WITH THIS STORM WAS STRONG ENOUGH TO BLOW OVER","16 OF 17 EMPTY HOPPER CARS IN THE INEOS BATTLEGROUND COMPLEX. THE CARS WERE STAGED ON TRACK C1 IN TH","E GEMINI AREA OF THE PLANT. COMPLETE LIST OF CARS ON ATTACHED PAGE.","","","","","","","","","","","","0","29.4317","-95.0509","2","","","","","SYSTEM",
"23","01","BNSF","RD0123204","","","","","23","01","BNSF","RD0123204","","022678H","23","01","24","11","25","AM","07","0","0","0","0","","ROSENBERG","60.5","48","61","2","1","020","E","JV27","2","4","9","Y","SINGLE MAIN TRACK","4","37.200","1","V","027034","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","15000","0","M302","","0","1","0","1","M302","1","4","020","15000","","48C157","0","000000","0","1","0","0","0","05","25","","","1","5","","CL","","","","190","","2023","0","0","0","0","0","0","FORT BEND","157","00","00","","N","CWR","","MOW TRACK INSPECTOR REPORTED BEING STUCK BY AN OCCUPIED VEHICLE ON CROSSING  DERAILING 1 RAILCAR. MO","W VEHICLE DID NOT SHUNT THE TRACKS TO ACTIVATE CROSSING WARNING SYSTEM. NO HAZMAT RELEASE.","","","","","","","","","","","","","","0","29.54339","-95.742437","1","1","Q","","","GALVESTON",
"23","01","BNSF","KS0123203","","","","","23","01","BNSF","KS0123203","","014733K","23","01","23","5","20","PM","07","0","0","0","0","","HEREFORD","596.6","48","38","3","2","050","R","ZSTO","3","4618","1","Y","MAIN 1 TRACK","4","107.8","1","BNSF","005837","001","","","","000","","3","0","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","0","0","0","2000","250000","M302","","0","0","0","0","M302","1","4","050","252000","","48C117","0","000000","0","1","0","1","0","10","20","10","20","1","5","","CL","","","","124","","2023","0","0","0","0","0","0","DEAF SMITH","117","","","","N","CWR","000-000-000","Z-STOWSP7-21A STRUCK THE REAR END OF TRUCK-TRAILER THAT WAS FOULING MAIN 1 TRACK AT DOT 014733K CROS","SING. NO HAZMAT RELEASE.","","","","","","","","","","","","","","0","34.835782","-102.354043","1","1","Q","J","","HEREFORD",
"23","01","UP","0123HO036","","","","","23","01","UP","0123HO036","","","23","01","31","11","20","PM","01","0","0","0","0","","HOUSTON","357.55","48","52","4","3","004","E","YEW2","4","672","7","Y","YARD 025","1","","2","HKRX","500551","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","91384","1122","M407","","0","0","0","0","M407","2","1","004","92506","","48C201","0","000000","0","1","0","0","0","07","50","","","1","5","","CL","","","","168","","2023","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","YEW22R-31, CONTAMINATION IN THE MASTER RETARDER CAUSING OVER SPEED ON 3 CARS GOING INTO BOWL 25. EAS","T OUT CAR IN BOWL 25 THAT THE 3 CARS RELEASED COUPLED INTO DERAILED.","","","","","","","","","","","","","","1","29.793269","-95.299199","2","5","L","","","HOUSTON SUB",
"23","01","UP","0123GC013","","","","","23","01","UP","0123GC013","","","23","01","18","8","45","AM","12","0","0","0","0","","BEAUMONT","281.45","48","71","2","2","004","E","YBM1","4","184","7","Y","YARD 019","1","","2","TCIX","175637","006","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","0","14330","165","H607","H702","0","0","0","0","H607","2","1","004","23304","","48C245","0","000000","0","2","0","0","0","01","45","","","1","5","","CL","","","","463","","2023","0","0","0","0","0","0","JEFFERSON","245","00","00","","N","OTH","000-000-000","THE YBM10R-18 WAS TAKING 4 CARS OUT OF BOWL TRACK 16 AND WAS SWINGING TOWARDS BOWL TRACK 18. CONDUCT","OR LINED 16 SWITCH FOR THE LEAD AND WALKED BACK TO 18 SWITCH AND PROCEEDED WITH THE SHOVE WITHOUT CH","ECKING THE 18 AND 19 SWITCH. WHEN THE CONDUCTOR NOTICED CAR TCIX175637 WAS GOING INTO 19 TRACK, HE P","LACED THE TRAIN IN EMERGENCY. AS A RESULT OF NOT CHECKING THE SWITCH BEING LINED FOR THE MOVE, CAR T","CIX175637 SIDESWIPED CAR UTLX670530. NO INJURIES WERE REPORTED.","","","","","","","","","","","3","30.072567","-94.148407","2","5","K","L","","LAFAYETTE SUB",
"23","01","UP","0123GC013","","","","","23","01","UP","0123GC013","","","23","01","18","8","45","AM","12","0","0","0","0","","BEAUMONT","281.45","48","71","2","2","000","E","","","31","5","N","YARD 019","1","","2","UTLX","670530","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","8809","0","H607","H702","0","0","0","0","H607","2","1","004","23304","","48C245","0","000000","0","0","0","0","0","","","","","3","5","","CL","","","","463","","2023","0","0","0","0","0","0","JEFFERSON","245","00","00","","N","OTH","000-000-000","THE YBM10R-18 WAS TAKING 4 CARS OUT OF BOWL TRACK 16 AND WAS SWINGING TOWARDS BOWL TRACK 18. CONDUCT","OR LINED 16 SWITCH FOR THE LEAD AND WALKED BACK TO 18 SWITCH AND PROCEEDED WITH THE SHOVE WITHOUT CH","ECKING THE 18 AND 19 SWITCH. WHEN THE CONDUCTOR NOTICED CAR TCIX175637 WAS GOING INTO 19 TRACK, HE P","LACED THE TRAIN IN EMERGENCY. AS A RESULT OF NOT CHECKING THE SWITCH BEING LINED FOR THE MOVE, CAR T","CIX175637 SIDESWIPED CAR UTLX670530. NO INJURIES WERE REPORTED.","","","","","","","","","","","0","30.072567","-94.148407","2","5","K","L","","LAFAYETTE SUB",
"23","01","BNSF","RD0123111","","","","","23","01","BNSF","RD0123111","","","23","01","14","6","12","PM","12","0","0","0","0","","LUBBOCK","674.6","48","60","3","1","005","E","YLUB","3","2486","7","Y","0112","1","0","2","TILX","636110","033","N","","","000","","1","0","0","0","0","0","0","0","0","0","16","0","22","0","0","0","0","0","0","0","24390","0","H318","","0","0","0","0","H318","2","1","005","24390","","48C303","0","000000","0","1","0","1","1","03","42","03","42","1","5","","CL","","","","162","","2023","0","0","0","0","0","0","LUBBOCK","303","","","","N","OTH","000-000-000","Y-LUB9001-14A WAS SWITCHING CARS AND 1 RAILCAR ROLLED OUT IMPACTING THEIR CUT OF CARS ON YARD TRACK","DUE TO KICKING CARS INADEQUATE PRECAUTIONS. NO HAZMAT RELEASE.","","","","","","","","","","","","","","0","33.585024","-101.83856","2","5","K","","","SLATON",
"23","01","BNSF","RD0123201","","","","","23","01","BNSF","RD0123201","","023660B","23","01","04","6","19","AM","07","62","0","0","0","","BEAUMONT","8.5","48","48","1","1","010","E","HTEA","2","8873","1","Y","SINGLE MAIN TRACK","4","11.11","1","BNSF","007584","001","","","","000","","3","0","0","0","0","0","0","0","0","0","49","0","70","0","0","0","0","0","0","0","1200","24000","M302","","0","0","0","0","M302","1","4","010","25200","","48C245","0","000000","0","1","0","1","0","02","34","02","34","1","5","","CL","","","","139","","2023","0","0","0","0","0","0","JEFFERSON","245","","","","N","CWR","000-000-000","H-TEADYT1-02A REPORTED STRIKING AN UNOCCUPIED TRUCK-TRAILER AT MP 8.5 ON SINGLE MAIN TRACK DUE TO ST","OPPING ON CROSSING. NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","30.17619","-94.177527","2","2","P","","","SILSBEE",
"23","01","BNSF","RD0123104","","","","","23","01","BNSF","RD0123104","","","23","01","09","12","18","AM","01","104","5","0","0","","BROWNWOOD","346.2","48","40","4","1","004","R","HBWW","4","13759","1","Y","0113","1","0","2","EQUX","018670","128","N","","","000","","3","0","0","0","1","0","0","0","0","0","100","0","25","0","0","4","0","1","0","0","55350","150000","T317","","0","0","0","0","T317","2","1","004","205350","","48C049","0","000000","0","1","0","1","0","04","28","04","28","1","5","","CL","","","","88","","2023","0","0","0","0","0","0","BROWN","049","","","","N","OTH","000-000-000","H-BWWGAT4-07A DERAILED 5 RAILCARS IN YARD TRACK DUE TO TURNOUT FROG. NO HAZMAT RELEASED.","","","","","","","","","","","","","","","0","31.701227","-98.949894","2","5","K","","","LAMPASAS",
